company,product,category,screen(pixel),ram(GB),gpu,os,os_version,weigth(kg),price,resolution,screentype,touchscreen,cpu_name,cpu_speed(GHz),cpu_brand,storage_1(GB),storage_2(GB),storage_1_type,storage_2_type,gpu_name
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,8,Intel HD Graphics 620,Windows,Windows 10,1.38,9594468.0,1920x1080,IPSPanel,1.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
Dell,Inspiron 5570,Notebook,15.6,8,AMD Radeon 530,Windows,Windows 10,2.2,8758620.0,1920x1080,,0.0,Intel Core i7 8550U,1.8,Intel,128.0,2000.0,SSD  ,HDD,AMD
HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,2.04,4970628.0,1366x768,,1.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Intel
Asus,Rog G701VIK-BA060T,Gaming,17.3,16,Nvidia GeForce GTX 1080,Windows,Windows 10,3.6,26667108.0,1920x1080,,0.0,Intel Core i7 7820HK,2.9,Intel,256.0,0.0,SSD,,Nvidia
HP,ProBook 430,Notebook,13.3,4,Intel UHD Graphics 620,Windows,Windows 10,1.49,6002100.0,1920x1080,IPSPanel,0.0,Intel Core i5 8250U,1.6,Intel,500.0,0.0,HDD,,Intel
Apple,MacBook Pro,Ultrabook,13.3,8,Intel Iris Plus Graphics 650,macOS,macOS ,1.37,18139680.0,2560x1600,IPSPanelRetinaDisplay,0.0,Intel Core i5,3.1,Intel,512.0,0.0,SSD,,Intel
Dell,Inspiron 5579,2 in 1 Convertible,15.6,8,Intel UHD Graphics 620,Windows,Windows 10,2.08,7282548.0,1920x1080,IPSPanel,1.0,Intel Core i7 8550U,1.8,Intel,1000.0,0.0,HDD,,Intel
Asus,ROG G752VSK-GC493T,Gaming,17.3,16,Nvidia GeForce GTX 980M,Windows,Windows 10,4.3,15996708.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,4,AMD Radeon R5 M420,Windows,Windows 10,1.68,4170348.0,1366x768,,0.0,AMD A9-Series 9420,3.0,AMD,1000.0,0.0,HDD,,AMD
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,8,Intel UHD Graphics 620,Windows,Windows 10,1.37,16441308.0,1920x1080,IPSPanel,1.0,Intel Core i7 8550U,1.8,Intel,512.0,0.0,SSD,,Intel
Acer,Aspire 5,Notebook,17.3,4,Nvidia GeForce MX130,Windows,Windows 10,3.0,6242184.0,1920x1080,IPSPanel,0.0,Intel Core i3 7130U,2.7,Intel,256.0,0.0,SSD,,Nvidia
Dell,Vostro 5370,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows,Windows 10,1.41,8438508.0,1920x1080,,0.0,Intel Core i5 8250U,1.6,Intel,256.0,0.0,SSD,,Intel
HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,15.6,8,AMD Radeon R4 Graphics,Windows,Windows 10,1.91,3964942.8,1366x768,,0.0,AMD A6-Series A6-9220,2.5,AMD,128.0,0.0,SSD,,AMD
HP,Envy 17-U275cl,Notebook,17.3,16,Nvidia GeForce MX150,Windows,Windows 10,2.9,9416628.0,1920x1080,IPSPanel,0.0,Intel Core i7 8550U,1.8,Intel,1000.0,0.0,HDD,,Nvidia
MSI,GT73EVR 7RE,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows,Windows 10,4.14,22221108.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,512.0,1000.0,SSD  ,HDD,Nvidia
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,8,Nvidia GeForce GTX 1050M,Windows,Windows 10,2.0,15107508.0,1920x1080,IPSPanel,1.0,Intel Core i7 7700HQ,2.8,Intel,512.0,0.0,SSD,,Nvidia
Dell,Inspiron 5770,Notebook,17.3,8,AMD Radeon 530,Windows,Windows 10,2.8,10154664.0,1920x1080,,0.0,Intel Core i7 8550U,1.8,Intel,128.0,1000.0,SSD  ,HDD,AMD
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,Intel HD Graphics 520,No OS,No OS ,2.2,3948048.0,1920x1080,,0.0,Intel Core i3 6006U,2.0,Intel,256.0,0.0,SSD,,Intel
HP,ProBook 450,Notebook,15.6,4,Intel HD Graphics 620,Windows,Windows 10,2.1,6420024.0,1920x1080,IPSPanel,0.0,Intel Core i5 8250U,1.6,Intel,500.0,0.0,HDD,,Intel
Dell,Vostro 3568,Notebook,15.6,4,Intel HD Graphics 620,Windows,Windows 10,2.18,5842044.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Intel
Dell,Inspiron 3567,Notebook,15.6,8,AMD Radeon R5 M430,Windows,Windows 10,2.24,5023980.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,AMD
Dell,Inspiron 5579,2 in 1 Convertible,15.6,8,Intel UHD Graphics 620,Windows,Windows 10,2.67,7104708.0,1920x1080,,1.0,Intel Core i5 8250U,1.6,Intel,256.0,0.0,SSD,,Intel
Asus,ZenBook Flip,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows,Windows 10,1.1,13329108.0,1920x1080,,1.0,Intel Core i7 8550U,1.8,Intel,512.0,512.0,SSD  ,SSD,Intel
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,4,Intel HD Graphics 620,No OS,No OS ,2.2,4152564.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Intel
HP,Probook 470,Notebook,17.3,8,Nvidia GeForce 930MX ,Windows,Windows 10,2.5,9052056.0,1920x1080,,0.0,Intel Core i7 8550U,1.8,Intel,1000.0,0.0,HDD,,Nvidia
Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,15.6,8,Intel UHD Graphics 620,Windows,Windows 10,2.05,7824960.0,1920x1080,,0.0,Intel Core i7 8550U,1.8,Intel,256.0,0.0,SSD,,Intel
Apple,MacBook Pro,Ultrabook,13.3,8,Intel Iris Graphics 550,macOS,macOS ,1.37,17418538.8,2560x1600,IPSPanelRetinaDisplay,0.0,Intel Core i5,2.9,Intel,512.0,0.0,SSD,,Intel
Asus,Rog Strix,Gaming,17.3,16,AMD Radeon RX 580,Windows,Windows 10,3.2,13773708.0,1920x1080,,0.0,AMD Ryzen 1700,3.0,AMD,256.0,1000.0,SSD  ,HDD,AMD
Dell,Inspiron 3576,Notebook,15.6,8,AMD Radeon 520,Linux,Linux ,2.14,6536242.44,1920x1080,,0.0,Intel Core i7 8550U,1.8,Intel,256.0,0.0,SSD,,AMD
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,16,Intel HD Graphics 520,Windows,Windows 10,1.36,22221108.0,2560x1440,,1.0,Intel Core i7 6600U,2.6,Intel,512.0,0.0,SSD,,Intel
Toshiba,Satellite Pro,Notebook,15.6,8,Nvidia GeForce 930M,Windows,Windows 10,2.2,7220304.0,1366x768,,0.0,Intel Core i7 6500U,2.5,Intel,500.0,0.0,HDD,,Nvidia
Dell,Inspiron 5567,Notebook,15.6,12,Intel HD Graphics 620,Windows,Windows 10,2.3,6340618.44,1366x768,,0.0,Intel Core i7 7500U,2.7,Intel,1000.0,0.0,HDD,,Intel
Dell,Inspiron 5770,Notebook,17.3,8,AMD Radeon 530,Linux,Linux ,2.8,9772308.0,1920x1080,,0.0,Intel Core i7 8550U,1.8,Intel,128.0,1000.0,SSD  ,HDD,AMD
Acer,Aspire A515-51G,Notebook,15.6,8,Nvidia GeForce MX130,Windows,Windows 10,2.2,6624540.0,1920x1080,IPSPanel,0.0,Intel Core i7 8550U,1.8,Intel,1000.0,0.0,HDD,,Nvidia
Lenovo,IdeaPad 320-17ISK,Notebook,17.3,4,Intel HD Graphics 520,Windows,Windows 10,2.8,4348188.0,1600x900,,0.0,Intel Core i3 6006U,2.0,Intel,1000.0,0.0,HDD,,Intel
Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,8,Nvidia GeForce MX150,No OS,No OS ,2.8,7549308.0,1920x1080,,0.0,Intel Core i7 8550U,1.8,Intel,2000.0,0.0,HDD,,Nvidia
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6,Nvidia GeForce 940MX,Windows,Windows 10,2.8,7638228.0,1600x900,,0.0,Intel Core i7 7500U,2.7,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Dell,Inspiron 3567,Notebook,15.6,4,AMD Radeon R5 M430,Linux,Linux ,2.25,3805776.0,1920x1080,,0.0,Intel Core i3 6006U,2.0,Intel,1000.0,0.0,HDD,,AMD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,Windows 10,2.5,7371468.0,1920x1080,IPSPanel,0.0,Intel Core i5 7300HQ,2.5,Intel,256.0,0.0,SSD,,Nvidia
Lenovo,Ideapad 320-15IKBN,Notebook,15.6,6,Intel HD Graphics 620,Windows,Windows 10,2.2,5148468.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Acer,Aspire A517-51G,Notebook,15.6,8,Nvidia GeForce MX150,Windows,Windows 10,3.0,8456292.0,1920x1080,IPSPanel,0.0,Intel Core i7 8550U,1.8,Intel,256.0,0.0,SSD,,Nvidia
Acer,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),Notebook,15.6,12,Intel HD Graphics 620,Windows,Windows 10,2.15,5859828.0,1920x1080,IPSPanel,1.0,Intel Core i7 7500U,2.7,Intel,1000.0,0.0,HDD,,Intel
Lenovo,Thinkpad T570,Notebook,15.6,8,Intel HD Graphics 630,Windows,Windows 10,1.95,9754524.0,1920x1080,IPSPanel,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
Asus,VivoBook S15,Ultrabook,15.6,8,Nvidia GeForce 940MX,Windows,Windows 10,1.7,8687484.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Nvidia
Lenovo,Legion Y520-15IKBN,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows,Windows 10,2.5,10483668.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,8,Nvidia GeForce 940MX,No OS,No OS ,2.2,5859916.92,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,1000.0,0.0,HDD,,Nvidia
Acer,Chromebook C910-C2ST,Notebook,15.6,2,Intel HD Graphics,Chrome OS,Chrome OS ,2.19,1769508.0,1366x768,,0.0,Intel Celeron Dual Core 3205U,1.5,Intel,16.0,0.0,SSD,,Intel
Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Gaming,17.3,8,Nvidia GeForce GTX 1050,Windows,Windows 10,3.0,10554804.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,1000.0,0.0,HDD,,Nvidia
HP,17-BS037cl (i3-6006U/8GB/1TB/W10),Notebook,17.3,8,Intel HD Graphics 520,Windows,Windows 10,2.54,4348188.0,1600x900,,0.0,Intel Core i3 6006U,2.0,Intel,1000.0,0.0,HDD,,Intel
Dell,XPS 15,Notebook,15.6,8,Nvidia GeForce GTX 1050,Windows,Windows 10,2.0,16263468.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,0.0,SSD,,Nvidia
Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,15.6,8,Intel UHD Graphics 620,Windows,Windows 10,2.05,6571188.0,1920x1080,,0.0,Intel Core i5 8250U,1.6,Intel,256.0,0.0,SSD,,Intel
Lenovo,Legion Y720-15IKB,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows,Windows 10,3.2,11550708.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,1000.0,0.0,HDD,,Nvidia
Acer,Aspire A715-71G,Notebook,15.6,8,Nvidia GeForce GTX 1050 Ti,Linux,Linux ,2.5,8705268.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,0.0,SSD,,Nvidia
Dell,Precision 7720,Workstation,17.3,16,Nvidia Quadro M1200,Windows,Windows 10,3.42,25652175.12,1920x1080,,0.0,Intel Core i7 7820HQ,2.9,Intel,256.0,0.0,SSD,,Nvidia
Lenovo,IdeaPad 310-15ABR,Notebook,15.6,6,AMD Radeon R5 430,Windows,Windows 10,2.4,4437108.0,1920x1080,,0.0,AMD A10-Series 9600P,2.4,AMD,1000.0,0.0,HDD,,AMD
Asus,ZenBook UX530UQ-PRO,Ultrabook,15.6,16,Nvidia GeForce 940MX,Windows,Windows 10,1.63,13053456.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Nvidia
Asus,VivoBook S14,Notebook,14.0,4,Intel HD Graphics 620,Windows,Windows 10,1.3,4526028.0,1366x768,,0.0,Intel Core i3 7100U,2.4,Intel,128.0,0.0,SSD,,Intel
Asus,Rog GL702VS-GC095T,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows,Windows 10,2.9,18868824.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6,Nvidia GeForce GTX 940M,Windows,Windows 10,2.8,5770908.0,1600x900,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Nvidia
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8,Nvidia GeForce 940MX,No OS,No OS ,2.2,4881708.0,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,2000.0,0.0,HDD,,Nvidia
Asus,GL553VE-FY082T (i7-7700HQ/8GB/1TB,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows,Windows 10,2.5,11248380.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,Intel HD Graphics 505,No OS,No OS ,2.2,3201031.08,1366x768,,0.0,Intel Pentium Quad Core N4200,1.1,Intel,1000.0,0.0,HDD,,Intel
HP,EliteBook x360,2 in 1 Convertible,13.3,16,Intel HD Graphics 620,Windows,Windows 10,1.28,17561700.0,1920x1080,,1.0,Intel Core i7 7600U,2.8,Intel,256.0,0.0,SSD,,Intel
Toshiba,Satellite Pro,Notebook,15.6,8,Nvidia GeForce 930M,Windows,Windows 10,2.2,9274356.0,1920x1080,IPSPanel,0.0,Intel Core i7 6500U,2.5,Intel,256.0,0.0,SSD,,Nvidia
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,8,Nvidia GeForce 940MX,Windows,Windows 10,2.3,7282548.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
HP,250 G6,Notebook,15.6,4,Intel HD Graphics 520,Windows,Windows 10,1.86,4170348.0,1920x1080,,0.0,Intel Core i3 6006U,2.0,Intel,1000.0,0.0,HDD,,Intel
Lenovo,IdeaPad 720S-13IKB,Notebook,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.1,8883108.0,1920x1080,IPSPanel,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Dell,XPS 13,Ultrabook,13.3,16,Intel UHD Graphics 620,Windows,Windows 10,1.21,22221108.0,3840x2160,IPSPanel,1.0,Intel Core i7 8550U,1.8,Intel,1000.0,0.0,SSD,,Intel
MSI,GE63VR 7RF,Gaming,15.6,16,Nvidia GeForce GTX 1070,Windows,Windows 10,2.8,18664308.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Acer,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),Notebook,15.6,8,AMD Radeon R5,Windows,Windows 10,2.23,4170348.0,1920x1080,,0.0,AMD A8-Series 7410,2.2,AMD,256.0,0.0,SSD,,AMD
Asus,VivoBook Flip,2 in 1 Convertible,11.6,2,Intel HD Graphics 500,Windows,Windows 10,1.1,2445300.0,1366x768,,1.0,Intel Celeron Dual Core N3350,1.1,Intel,32.0,0.0,Flash Storage,,Intel
Dell,Inspiron 5570,Notebook,15.6,8,AMD Radeon 530,Windows,Windows 10,2.33,7504848.0,1920x1080,,0.0,Intel Core i5 8250U,1.6,Intel,128.0,1000.0,SSD  ,HDD,AMD
HP,Spectre x360,2 in 1 Convertible,13.3,16,Intel UHD Graphics 620,Windows,Windows 10,1.29,21776508.0,3840x2160,IPSPanel,1.0,Intel Core i7 8550U,1.8,Intel,1000.0,0.0,SSD,,Intel
Lenovo,ThinkPad 13,Notebook,13.3,4,Intel HD Graphics 510,Chrome OS,Chrome OS ,1.45,4089430.8,1366x768,,0.0,Intel Celeron Dual Core 3855U,1.6,Intel,16.0,0.0,Flash Storage,,Intel
HP,ProBook 640,Notebook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.95,8714160.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Acer,TravelMate B,Notebook,11.6,4,Intel HD Graphics 405,Windows,Windows 10,1.4,4312620.0,1366x768,,0.0,Intel Pentium Quad Core N3710,1.6,Intel,128.0,0.0,Flash Storage,,Intel
HP,Elitebook 840,Notebook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.48,11488464.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,4,Nvidia GeForce 920MX,Windows,Windows 10,2.79,5237388.0,1600x900,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Nvidia
Asus,ZenBook UX410UA-GV183T,Notebook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,2.0,9727848.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
HP,ProBook 450,Notebook,15.6,8,Intel UHD Graphics 620,Windows,Windows 10,2.1,8020584.0,1366x768,IPSPanel,0.0,Intel Core i7 8550U,1.8,Intel,1000.0,0.0,HDD,,Intel
Acer,Aspire 5,Notebook,15.6,8,AMD Radeon RX 540,Windows,Windows 10,2.2,5859828.0,1366x768,,0.0,AMD A12-Series 9720P,2.7,AMD,256.0,0.0,SSD,,AMD
Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,4,Intel HD Graphics 500,Windows,Windows 10,1.44,2596464.0,1366x768,,0.0,Intel Celeron Dual Core N3350,1.1,Intel,32.0,0.0,Flash Storage,,Intel
Acer,Aspire E5-575,Notebook,15.6,6,Intel HD Graphics 620,Windows,Windows 10,2.23,4881708.0,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Intel
Asus,VivoBook S15,Ultrabook,15.6,8,Nvidia GeForce 940MX,Windows,Windows 10,1.7,9335710.8,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Nvidia
HP,Elitebook 820,Ultrabook,12.5,8,Intel HD Graphics 620,Windows,Windows 10,1.26,11870820.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
Dell,XPS 15,Notebook,15.6,32,Nvidia GeForce GTX 1050,Windows,Windows 10,2.06,23465988.0,3840x2160,,1.0,Intel Core i7 7700HQ,2.8,Intel,1000.0,0.0,SSD,,Nvidia
MSI,GL72M 7REX,Gaming,17.3,8,Nvidia GeForce GTX 1050 Ti,Windows,Windows 10,2.7,10661508.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Toshiba,Satellite Pro,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,2.0,8385156.0,1920x1080,IPSPanel,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,2.0,11861928.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,256.0,1000.0,SSD  ,HDD,Intel
Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,4,Intel HD Graphics 520,Windows,Windows 10,1.85,3992508.0,1920x1080,,0.0,Intel Core i3 6006U,2.0,Intel,1000.0,0.0,HDD,,Intel
Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,Windows 10,2.5,8883108.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,0.0,SSD,,Nvidia
HP,EliteBook 840,Notebook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.48,11275056.0,1920x1080,,0.0,Intel Core i5 7300U,2.6,Intel,256.0,0.0,SSD,,Intel
Dell,Inspiron 7570,Ultrabook,15.6,8,Nvidia GeForce 940MX,Windows,Windows 10,1.9,9327708.0,1920x1080,IPSPanel,0.0,Intel Core i5 8250U,1.6,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
HP,Elitebook 850,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,1.84,10172448.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,15.6,4,Intel HD Graphics 500,Linux,Linux ,2.0,2445211.08,1366x768,,0.0,Intel Celeron Dual Core N3350,1.1,Intel,1000.0,0.0,HDD,,Intel
Dell,Inspiron 7570,Notebook,15.6,8,Nvidia GeForce 940MX,Windows,Windows 10,2.0,10161333.0,1920x1080,,0.0,Intel Core i5 8250U,1.6,Intel,256.0,0.0,SSD,,Nvidia
Dell,Inspiron 3552,Notebook,15.6,4,Intel HD Graphics,Linux,Linux ,2.2,2444410.8,1366x768,,0.0,Intel Celeron Dual Core N3060,1.6,Intel,500.0,0.0,HDD,,Intel
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,12,AMD Radeon 530,Windows,Windows 10,2.2,7993908.0,1920x1080,,0.0,AMD A12-Series 9720P,3.6,AMD,2000.0,0.0,HDD,,AMD
HP,ProBook 450,Notebook,15.6,8,Nvidia GeForce 930MX ,Windows,Windows 10,2.1,6366672.0,1920x1080,IPSPanel,0.0,Intel Core i3 7100U,2.4,Intel,1000.0,0.0,HDD,,Nvidia
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,16,Intel UHD Graphics 620,Windows,Windows 10,1.4,18664308.0,3840x2160,IPSPanel,1.0,Intel Core i7 8550U,1.8,Intel,512.0,0.0,SSD,,Intel
Dell,XPS 13,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows,Windows 10,1.2,14040468.0,1920x1080,,0.0,Intel Core i7 8550U,1.8,Intel,256.0,0.0,SSD,,Intel
Lenovo,Legion Y520-15IKBN,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows,Windows 10,2.4,10039068.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,2000.0,SSD  ,HDD,Nvidia
HP,Stream 14-AX001nv,Notebook,14.0,2,Intel HD Graphics 400,Windows,Windows 10,1.44,2480868.0,1366x768,,0.0,Intel Celeron Dual Core N3060,1.6,Intel,32.0,0.0,Flash Storage,,Intel
Dell,Latitude 5590,Ultrabook,15.6,16,Intel UHD Graphics 620,Windows,Windows 10,1.88,14297980.32,1920x1080,,0.0,Intel Core i7 8650U,1.9,Intel,512.0,256.0,SSD  ,SSD,Intel
Asus,VivoBook Flip,2 in 1 Convertible,11.6,4,Intel HD Graphics 500,Windows,Windows 10,1.5,3334500.0,1366x768,,1.0,Intel Celeron Dual Core N3350,1.1,Intel,32.0,0.0,Flash Storage,,Intel
Dell,Inspiron 5570,Ultrabook,15.6,8,AMD Radeon 530,Windows,Windows 10,1.9,5895396.0,1920x1080,,0.0,Intel Core i5 8250U,1.6,Intel,1000.0,0.0,HDD,,AMD
Dell,XPS 15,Notebook,15.6,16,Nvidia GeForce GTX 1050,Windows,Windows 10,2.06,18027818.64,3840x2160,,1.0,Intel Core i7 7700HQ,2.8,Intel,512.0,0.0,SSD,,Nvidia
HP,Elitebook 850,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,1.84,11595168.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
MSI,GP72MVR 7RFX,Gaming,17.3,8,Nvidia GeForce GTX 1060,Windows,Windows 10,2.7,12528828.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
HP,Zbook 15,Workstation,15.6,8,Nvidia Quadro M1200,Windows,Windows 10,2.6,15456696.84,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,0.0,SSD,,Nvidia
Toshiba,Tecra A50-C-21G,Notebook,15.6,16,Nvidia GeForce 930M,Windows,Windows 10,2.4,12475476.0,1920x1080,IPSPanel,0.0,Intel Core i7 6500U,2.5,Intel,512.0,0.0,SSD,,Nvidia
Dell,Inspiron 5570,Notebook,15.6,8,AMD Radeon 530,Windows,Windows 10,2.02,8633242.8,1920x1080,,0.0,Intel Core i7 8550U,1.8,Intel,128.0,2000.0,SSD  ,HDD,AMD
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,Intel HD Graphics 500,No OS,No OS ,2.2,2863135.08,1366x768,,0.0,Intel Celeron Dual Core N3350,1.1,Intel,1000.0,0.0,HDD,,Intel
Dell,Inspiron 7577,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,Windows 10,2.65,8883108.0,1920x1080,,0.0,Intel Core i5 7300HQ,2.5,Intel,1000.0,0.0,HDD,,Nvidia
Dell,Inspiron 3567,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,2.36,4956134.04,1366x768,,1.0,Intel Core i5 7200U,2.5,Intel,2000.0,0.0,HDD,,Intel
Dell,Latitude 7480,Notebook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.36,12688884.0,1920x1080,,0.0,Intel Core i5 7300U,2.6,Intel,256.0,0.0,SSD,,Intel
HP,250 G6,Notebook,15.6,4,Intel HD Graphics 520,Windows,Windows 10,1.86,3903588.0,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,500.0,0.0,HDD,,Intel
Asus,Zenbook UX410UA-GV027T,Notebook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,2.0,8402940.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6,Nvidia GeForce GTX 940MX,Windows,Windows 10,2.8,6393348.0,1600x900,,0.0,Intel Core i5 7200U,2.5,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
HP,250 G6,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,1.86,5681988.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Intel
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,8,Nvidia GeForce 920MX ,No OS,No OS ,2.2,4437108.0,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,256.0,0.0,SSD,,Nvidia
